TT I
1.2716486653135266 15.2959
1.2939594142134223 14.5204
1.3162702121660406 13.6942
1.3385810600174564 13.369000000000002
1.3608919586137629 13.6319
1.383202908801069 12.7868
1.405513911425503 11.4438
1.4278249673332093 12.5972
1.4501343378461518 11.6616
1.4724455028545926 11.5657
1.4947567236847858 11.4851
1.517068001182951 11.5689
1.5393793361953272 10.6806
1.5616907295681737 10.155
1.5840021821477681 10.6027
1.60631369478041 9.62615
1.6286252683124185 10.0205
1.6509369035901333 10.2439
1.6732468618895553 10.1355
1.695558623192809 9.17132
1.7178704487808514 10.0356
1.7401823395001077 9.89065
1.7625012545597203 9.33868
1.7848028405262486 8.58058
1.8071218901122095 8.60929
1.8294236121921872 8.780330000000001
1.8517427996910911 9.91585
1.8740620574440425 9.2509
1.8963639900671978 8.9486
1.9186833908139995 9.272219999999999
1.9409854680117449 9.74284
1.9633050151394713 9.62199
1.9856246367570705 9.001439999999999
2.0079269371922672 8.63987
2.03024671027244 8.67561
2.0525491637446027 8.69508
2.074869091674931 8.55344
2.097171701569106 8.88384
2.1194917877373847 8.84195
2.141811954326636 8.5203
2.164114805233074 9.416030000000001
2.186435135143035 8.91111
2.208738150935709 7.75064
2.231058647554722 8.248489999999999
2.2533792288321184 8.12175
2.275682498336085 8.63225
2.298003251406138 8.528410000000001
2.3203066942619714 8.32884
2.3426276225136022 8.65967
2.3649486396617507 8.29648
2.387252348930071 8.2368
2.4095735463442893 7.47587
2.4318774374315884 7.7843
2.4541988185014043 7.67431
2.476502894794693 8.04608
2.498824462909887 7.4728699999999995
2.521146125856138 7.598269999999999
2.5434504863470337 7.48643
2.5657723414244717 7.80081
2.588076895590662 8.41479
2.610398946189713 8.792819999999999
2.6327210958598384 8.36675
2.6550259469304716 8.610330000000001
2.6773482972090137 9.045110000000001
2.6996533504259 9.47737
2.7219759047039602 9.579410000000001
2.744298562293959 9.372069999999999
2.7666039251246595 9.293339999999999
2.7889267918020164 10.0917
2.8112323652516555 11.0467
2.833555444408179 10.7364
2.8558786311183852 11.1988
2.8781845268938557 12.582
2.9005079311721484 12.47
2.9228140460410397 13.1633
2.9451376712799635 14.2169
2.967444008632326 15.26
2.9897678582247247 15.4816
3.0120918213106695 16.2011
3.0343984987899373 18.1737
3.0567226913198637 18.2192
3.079029599759726 19.5522
3.101354025127254 20.315
3.123678568232338 20.5928
3.145985829517914 20.2116
3.16831061055229 20.8471
3.1906181112775593 20.9329
3.212943133635653 20.8563
3.2352682779763207 20.2665
3.2575761442691227 20.3915
3.2799015350264273 19.6855
3.302209649240067 19.2328
3.3245352898092655 19.1243
3.3468436553365257 18.8189
3.369169549113219 18.3741
3.3914955708171384 19.2624
3.413804319727358 19.1323
3.4361305997334863 19.207
3.4584396084414553 19.2601
3.4807661501462652 19.5075
3.503092824025881 20.0486
3.5254022288463154 19.5856
3.5477291695206588 20.1989
3.5700388426251948 19.7196
3.5923660534916446 20.3551
3.6146934007816114 20.5943
3.637003482731501 20.6679
3.6593311053109985 20.7443
3.681641464033634 21.4339
3.7039693653009733 21.480999999999998
3.726297407241705 22.0155
3.7486081875460804 22.009
3.7709365132734978 22.6214
3.793247578841633 23.1525
3.8155761917550093 22.9368
3.8378875459837216 23.4899
3.8602164494827234 23.9742
3.882545499606844 24.6461
3.9048572932539183 24.7272
3.9271866390645718 24.9398
3.9494987298666713 25.706999999999997
3.971828374764527 25.9158
3.9941581705403255 25.9919
4.016470713506008 26.3223
4.038800813471445 27.2258
4.061113662089144 27.1079
4.0834440696459176 28.4212
4.105774632334751 28.4555
4.128087945865126 28.4859
4.150418821249301 29.3787
4.172732448931298 30.0145
4.195063640413578 30.531999999999996
4.2173775856475215 31.6134
4.239709096631102 32.5798
4.262040768704612 33.2225
4.284355196706267 33.6102
4.306687193387355 34.6441
4.329001947444346 36.5045
4.35133427213731 37.1548
4.373666762177566 37.7867
4.395982011761091 37.7855
4.418314834921175 37.8924
4.44063041906622 38.1752
4.4629635787515625 39.11
4.4852969080429785 39.7892
4.5076130004776225 40.8728
4.529946671403969 41.9233
4.552263106909177 42.7274
4.574597122877047 43.8923
4.596931312711224 45.2738
4.619248269273446 45.9399
4.6415828092605835 47.0407
4.663900117405352 47.9675
4.686235010953232 49.1783
4.708552674085913 50.6375
4.730887924602802 52.5815
4.753223354952695 54.0298
4.775541557023902 55.4873
4.797877349456786 57.1235
4.820195915032126 59.1682
4.842532072957498 61.3325
4.864868414979744 63.6088
4.88718753227192 66.7302
