TT I
1.2716486653135266 7.68492
1.2939594142134223 7.42679
1.3162702121660406 6.658739999999999
1.3385810600174564 6.49423
1.3608919586137629 6.25218
1.383202908801069 6.91593
1.405513911425503 6.531000000000001
1.4278249673332093 6.52579
1.4501343378461518 6.721260000000001
1.4724455028545926 6.05856
1.4947567236847858 5.99934
1.517068001182951 6.0663
1.5393793361953272 5.76457
1.5616907295681737 6.26823
1.5840021821477681 5.4958
1.60631369478041 4.99791
1.6286252683124185 5.4438699999999995
1.6509369035901333 4.44115
1.6732468618895553 4.5164599999999995
1.695558623192809 4.8341400000000005
1.7178704487808514 5.36501
1.7401823395001077 5.077780000000001
1.7625012545597203 5.15674
1.7848028405262486 4.73591
1.8071218901122095 4.7653300000000005
1.8294236121921872 4.568219999999999
1.8517427996910911 4.82779
1.8740620574440425 4.177219999999999
1.8963639900671978 4.15417
1.9186833908139995 4.5323199999999995
1.9409854680117449 4.39773
1.9633050151394713 4.86689
1.9856246367570705 4.6325199999999995
2.0079269371922672 4.97775
2.03024671027244 4.3074
2.0525491637446027 4.1957699999999996
2.074869091674931 4.1750300000000005
2.097171701569106 4.48731
2.1194917877373847 4.84716
2.141811954326636 4.65304
2.164114805233074 4.58021
2.186435135143035 4.3585
2.208738150935709 5.32407
2.231058647554722 6.9706399999999995
2.2533792288321184 6.22485
2.275682498336085 4.82793
2.298003251406138 5.66257
2.3203066942619714 5.61865
2.3426276225136022 5.74425
2.3649486396617507 5.33438
2.387252348930071 6.09994
2.4095735463442893 6.75558
2.4318774374315884 6.03175
2.4541988185014043 6.670489999999999
2.476502894794693 7.0457600000000005
2.498824462909887 6.9131100000000005
2.521146125856138 6.952439999999999
2.5434504863470337 7.45357
2.5657723414244717 7.26623
2.588076895590662 7.917960000000001
2.610398946189713 8.41801
2.6327210958598384 8.53987
2.6550259469304716 8.099210000000001
2.6773482972090137 8.25946
2.6996533504259 7.66817
2.7219759047039602 7.91748
2.744298562293959 7.95285
2.7666039251246595 7.80797
2.7889267918020164 8.221960000000001
2.8112323652516555 7.56761
2.833555444408179 7.851369999999999
2.8558786311183852 7.98175
2.8781845268938557 8.31385
2.9005079311721484 9.14767
2.9228140460410397 9.20403
2.9451376712799635 9.0223
2.967444008632326 9.08489
2.9897678582247247 10.121
3.0120918213106695 10.2866
3.0343984987899373 10.1046
3.0567226913198637 10.797
3.079029599759726 11.5222
3.101354025127254 11.9824
3.123678568232338 12.2119
