TT I
1.2716486653135266 8.00245
1.2939594142134223 7.44422
1.3162702121660406 6.920310000000001
1.3385810600174564 6.32063
1.3608919586137629 6.74472
1.383202908801069 6.54312
1.405513911425503 6.3279
1.4278249673332093 6.264959999999999
1.4501343378461518 6.410830000000001
1.4724455028545926 6.17686
1.4947567236847858 5.88169
1.517068001182951 6.05926
1.5393793361953272 5.73915
1.5616907295681737 5.84157
1.5840021821477681 5.79484
1.60631369478041 5.2937
1.6286252683124185 4.94712
1.6509369035901333 5.172219999999999
1.6732468618895553 5.6189800000000005
1.695558623192809 5.50852
1.7178704487808514 4.77606
1.7401823395001077 4.8701099999999995
1.7625012545597203 4.68403
1.7848028405262486 5.07562
1.8071218901122095 5.14215
1.8294236121921872 4.9799
1.8517427996910911 4.82606
1.8740620574440425 4.70447
1.8963639900671978 4.91984
1.9186833908139995 5.04908
1.9409854680117449 4.8286
1.9633050151394713 5.03716
1.9856246367570705 4.54386
2.0079269371922672 4.64764
2.03024671027244 5.00908
2.0525491637446027 4.60544
2.074869091674931 4.6287
2.097171701569106 4.4231
2.1194917877373847 5.03249
2.141811954326636 5.15226
2.164114805233074 5.16879
2.186435135143035 6.44463
2.208738150935709 17.7066
2.231058647554722 39.6124
2.2533792288321184 31.0747
2.275682498336085 12.7978
2.298003251406138 6.4023
2.3203066942619714 5.60697
2.3426276225136022 5.04125
2.3649486396617507 5.165369999999999
2.387252348930071 5.87756
2.4095735463442893 5.27179
2.4318774374315884 5.9012199999999995
2.4541988185014043 5.58257
2.476502894794693 6.48508
2.498824462909887 6.8473
2.521146125856138 6.35122
2.5434504863470337 6.4993099999999995
2.5657723414244717 6.95132
2.588076895590662 7.43347
2.610398946189713 7.474710000000001
2.6327210958598384 7.2094
2.6550259469304716 7.5621100000000006
2.6773482972090137 7.48575
2.6996533504259 7.70897
2.7219759047039602 8.0564
2.744298562293959 7.814439999999999
2.7666039251246595 7.46404
2.7889267918020164 8.19781
2.8112323652516555 7.8623
2.833555444408179 7.80156
2.8558786311183852 7.82781
2.8781845268938557 7.79672
2.9005079311721484 8.99922
2.9228140460410397 8.85543
2.9451376712799635 9.152569999999999
2.967444008632326 9.47836
2.9897678582247247 10.0175
3.0120918213106695 10.7637
3.0343984987899373 10.523
3.0567226913198637 11.2487
3.079029599759726 11.9382
3.101354025127254 12.5487
3.123678568232338 12.7931
3.145985829517914 13.2534
3.16831061055229 13.8585
3.1906181112775593 14.2299
3.212943133635653 14.8707
3.2352682779763207 15.2499
3.2575761442691227 15.6079
3.2799015350264273 16.121
3.302209649240067 16.4203
3.3245352898092655 16.9083
3.3468436553365257 17.6385
3.369169549113219 18.0604
3.3914955708171384 18.8831
3.413804319727358 19.379
3.4361305997334863 19.3127
3.4584396084414553 20.5757
3.4807661501462652 20.8037
3.503092824025881 21.2948
3.5254022288463154 21.4368
3.5477291695206588 22.3098
3.5700388426251948 23.3799
3.5923660534916446 25.6649
3.6146934007816114 46.0747
3.637003482731501 123.44200000000001
3.6593311053109985 140.28
3.681641464033634 75.3072
3.7039693653009733 34.5043
3.726297407241705 27.4822
3.7486081875460804 26.6816
3.7709365132734978 26.8404
3.793247578841633 27.1704
3.8155761917550093 27.5754
3.8378875459837216 27.6307
3.8602164494827234 28.2226
3.882545499606844 28.9013
3.9048572932539183 29.4022
3.9271866390645718 30.0587
3.9494987298666713 30.4997
3.971828374764527 30.908
3.9941581705403255 31.9626
4.016470713506008 32.3871
4.038800813471445 33.019
4.061113662089144 33.8162
4.0834440696459176 34.7442
4.105774632334751 34.7518
4.128087945865126 35.7865
4.150418821249301 36.8648
4.172732448931298 38.6522
4.195063640413578 40.7818
4.2173775856475215 46.2319
4.239709096631102 90.10600000000001
4.262040768704612 337.714
4.284355196706267 466.10699999999997
4.306687193387355 296.541
4.329001947444346 103.182
4.35133427213731 52.3165
4.373666762177566 46.5138
4.395982011761091 46.2796
4.418314834921175 47.7483
4.44063041906622 58.2178
4.4629635787515625 75.8027
4.4852969080429785 74.9847
4.5076130004776225 58.2076
4.529946671403969 52.3045
4.552263106909177 51.9834
4.574597122877047 52.3982
4.596931312711224 53.5342
4.619248269273446 54.645
4.6415828092605835 55.2559
4.663900117405352 56.3514
4.686235010953232 57.7275
4.708552674085913 59.0758
4.730887924602802 60.6872
4.753223354952695 61.7281
4.775541557023902 63.0035
4.797877349456786 64.6062
4.820195915032126 66.5623
4.842532072957498 67.9812
4.864868414979744 69.9075
4.88718753227192 72.8175
4.909524244902505 74.108
4.931843734218147 76.39399999999999
4.954180820867835 79.1941
4.976518095879839 82.0208
4.998838149695359 84.9891
5.021175803844231 88.3395
5.043496238205739 92.2004
5.065834274903528 96.3486
5.088172504230693 102.166
5.1104935158799565 109.73299999999999
5.132832132875765 140.3
5.155153533596801 204.899
5.1774925416746225 247.963
5.199814334878411 422.101
5.2221537374521505 1126.55
5.244493338631803 2839.74
5.266815727034316 6686.0
5.289155727832427 11437.8
5.311478517248165 9437.45
5.333818921080011 3607.39
5.356159527788849 761.2289999999999
5.3784829252032536 223.197
5.400823940070432 159.986
5.423147747031976 137.803
5.445489173474152 125.381
5.467830807066149 118.875
5.490155234831516 113.572
5.512497285125229 109.436
5.534822130975162 107.22399999999999
5.557164601388673 104.81700000000001
5.579489868738879 101.355
5.601832762690846 100.98299999999999
5.6241758697774475 100.555
5.646501775867269 99.2006
5.668845311622074 97.1761
5.691171647754637 96.3733
5.713515615597765 94.6631
5.735859800852677 94.2689
5.758186788542988 93.5844
5.780531411018185 93.7857
5.802858837297399 92.8945
5.825203900414495 93.2025
5.8475491852224 93.5637
5.869877275883075 94.2592
5.892223006467101 95.546
5.914551544266608 97.2064
5.936897724049891 100.08200000000001
5.959244129804903 106.18
