TT I
1.2716486653135266 7.981730000000001
1.2939594142134223 7.7305
1.3162702121660406 7.69889
1.3385810600174564 6.8824
1.3608919586137629 6.8574399999999995
1.383202908801069 6.7689699999999995
1.405513911425503 5.90866
1.4278249673332093 6.43922
1.4501343378461518 6.57482
1.4724455028545926 6.06107
1.4947567236847858 6.1259
1.517068001182951 6.43845
1.5393793361953272 6.0856
1.5616907295681737 6.08181
1.5840021821477681 5.362430000000001
1.60631369478041 5.070469999999999
1.6286252683124185 5.41146
1.6509369035901333 5.52316
1.6732468618895553 5.52573
1.695558623192809 5.3577900000000005
1.7178704487808514 5.51261
1.7401823395001077 5.07702
1.7625012545597203 5.17058
1.7848028405262486 5.71861
1.8071218901122095 5.4428
1.8294236121921872 4.8431
1.8517427996910911 4.86857
1.8740620574440425 4.92685
1.8963639900671978 5.02963
1.9186833908139995 5.26851
1.9409854680117449 5.6230199999999995
1.9633050151394713 5.43454
1.9856246367570705 5.19876
2.0079269371922672 5.18901
2.03024671027244 4.91115
2.0525491637446027 4.68229
2.074869091674931 4.7739400000000005
2.097171701569106 5.01129
2.1194917877373847 5.12614
2.141811954326636 4.64471
2.164114805233074 4.80414
2.186435135143035 4.87087
2.208738150935709 4.93583
2.231058647554722 4.52041
2.2533792288321184 4.4092
2.275682498336085 4.3881
2.298003251406138 4.15344
2.3203066942619714 3.70116
2.3426276225136022 4.5620199999999995
2.3649486396617507 4.30163
2.387252348930071 4.249619999999999
2.4095735463442893 3.77136
2.4318774374315884 4.028230000000001
2.4541988185014043 4.2329099999999995
2.476502894794693 4.84323
2.498824462909887 4.02605
2.521146125856138 4.17708
2.5434504863470337 4.36651
2.5657723414244717 4.50146
2.588076895590662 5.20143
2.610398946189713 5.57463
2.6327210958598384 5.14705
2.6550259469304716 5.6677800000000005
2.6773482972090137 5.71145
2.6996533504259 5.87863
2.7219759047039602 6.45287
2.744298562293959 6.12249
2.7666039251246595 6.49484
2.7889267918020164 6.762639999999999
2.8112323652516555 7.27153
2.833555444408179 7.73752
2.8558786311183852 7.55991
2.8781845268938557 7.708760000000001
2.9005079311721484 8.120610000000001
2.9228140460410397 8.088330000000001
2.9451376712799635 8.891580000000001
2.967444008632326 9.641639999999999
2.9897678582247247 10.3241
3.0120918213106695 10.6236
3.0343984987899373 10.5374
3.0567226913198637 11.4142
3.079029599759726 11.9774
3.101354025127254 12.2102
3.123678568232338 12.8663
3.145985829517914 12.9179
3.16831061055229 13.4867
3.1906181112775593 14.595
3.212943133635653 14.808
3.2352682779763207 14.9677
3.2575761442691227 15.2752
3.2799015350264273 15.7858
3.302209649240067 16.2105
3.3245352898092655 16.8358
3.3468436553365257 16.9866
3.369169549113219 16.7978
3.3914955708171384 18.3609
3.413804319727358 18.7852
3.4361305997334863 18.5852
3.4584396084414553 19.1802
3.4807661501462652 19.9989
3.503092824025881 20.1824
3.5254022288463154 20.6955
3.5477291695206588 21.2345
3.5700388426251948 21.8666
3.5923660534916446 21.909000000000002
3.6146934007816114 22.409000000000002
3.637003482731501 22.9852
3.6593311053109985 23.1179
3.681641464033634 23.0283
3.7039693653009733 23.6739
3.726297407241705 24.2374
3.7486081875460804 24.0331
3.7709365132734978 25.0366
3.793247578841633 25.7158
3.8155761917550093 25.636
3.8378875459837216 25.8076
3.8602164494827234 26.1218
3.882545499606844 27.0526
3.9048572932539183 27.5195
3.9271866390645718 28.3535
3.9494987298666713 28.6254
3.971828374764527 29.1557
3.9941581705403255 29.529
4.016470713506008 30.0861
4.038800813471445 30.6449
4.061113662089144 31.5673
4.0834440696459176 31.9893
4.105774632334751 31.9065
4.128087945865126 32.7085
4.150418821249301 33.4137
4.172732448931298 34.5265
4.195063640413578 34.6493
4.2173775856475215 35.3013
4.239709096631102 36.2855
4.262040768704612 36.2225
4.284355196706267 37.2039
4.306687193387355 37.582
4.329001947444346 38.9093
4.35133427213731 39.5365
4.373666762177566 40.3766
4.395982011761091 40.7529
4.418314834921175 42.0269
4.44063041906622 42.5025
4.4629635787515625 44.0146
4.4852969080429785 45.0511
4.5076130004776225 46.0758
4.529946671403969 46.9954
4.552263106909177 47.4539
4.574597122877047 48.5628
4.596931312711224 50.4081
4.619248269273446 51.3545
4.6415828092605835 52.543
4.663900117405352 53.7545
4.686235010953232 54.8459
4.708552674085913 56.1632
4.730887924602802 57.6302
4.753223354952695 58.9225
4.775541557023902 60.3498
4.797877349456786 62.3941
4.820195915032126 64.4907
4.842532072957498 66.0095
4.864868414979744 67.9822
4.88718753227192 70.2864
4.909524244902505 72.2773
4.931843734218147 75.0649
4.954180820867835 78.6664
4.976518095879839 82.3269
4.998838149695359 85.6745
5.021175803844231 90.1738
5.043496238205739 94.5924
5.065834274903528 100.383
5.088172504230693 107.39399999999999
5.1104935158799565 117.035
5.132832132875765 131.668
5.155153533596801 154.29399999999998
5.1774925416746225 208.305
5.199814334878411 546.066
5.2221537374521505 1933.02
5.244493338631803 3766.58
5.266815727034316 5374.06
5.289155727832427 8186.05
5.311478517248165 9585.41
5.333818921080011 6352.21
5.356159527788849 1965.81
5.3784829252032536 454.04900000000004
5.400823940070432 213.168
5.423147747031976 162.77200000000002
5.445489173474152 139.483
5.467830807066149 127.414
5.490155234831516 119.958
5.512497285125229 114.205
5.534822130975162 110.53299999999999
5.557164601388673 107.361
5.579489868738879 103.40799999999999
5.601832762690846 100.831
5.6241758697774475 99.1028
5.646501775867269 98.9233
5.668845311622074 98.21
5.691171647754637 97.1493
5.713515615597765 96.0028
5.735859800852677 95.2376
5.758186788542988 94.3912
5.780531411018185 94.6885
5.802858837297399 94.4807
5.825203900414495 95.3171
5.8475491852224 95.9902
5.869877275883075 98.1721
5.892223006467101 101.167
5.914551544266608 105.039
5.936897724049891 111.774
5.959244129804903 124.196
5.981573344815301 154.851
6.0039202049061 286.482
6.026249875609095 744.987
6.04859719346037 1379.09
6.070927323278297 1913.78
6.093275102315365 2706.73
6.115623113320588 3799.91
6.137953938319995 3972.44
6.160302415650845 2241.67
6.182633708324452 728.498
6.2049826554078376 222.81900000000002
6.227331838745022 123.064
6.249663839443684 99.7772
6.27201349767565 89.4626
6.294345974611799 82.9654
6.316696111167083 78.2786
6.339046488263839 75.2713
6.361379686074702 72.472
6.383730546639482 70.4127
6.406064229255215 68.584
6.428415576718203 67.4172
6.450749747566656 66.1576
6.47310158535871 65.2895
6.495453669698332 64.2177
6.517788579421056 62.983999999999995
6.540141159237969 61.736999999999995
6.562476565766648 61.1978
6.5848296444934045 60.7334
6.607182974060425 60.1507
6.6295191323281015 59.6722
6.651872965955752 59.0344
6.6742096296068985 58.0656
6.6965639707294615 57.8728
6.71891856698715 57.5242
6.741255995248479 56.7539
6.763611104154477 56.5269
6.785949046381137 56.153999999999996
6.808304671371482 55.7284
6.8306605557940046 55.0897
6.852999275508618 55.1231
6.875355681171544 54.6942
6.897694923437771 54.5295
6.92005185377892 54.4261
6.9423916220322655 54.4271
6.964749080490181 53.6177
6.987106804399774 53.2529
7.009447368180821 53.4569
7.031805625367033 52.8506
7.054146723727803 53.0666
7.076505517631004 52.643
7.098864581288365 52.5002
7.121206488070854 52.4917
7.143566093607822 52.2517
7.165908543567245 52.0657
7.188268694426048 51.9789
7.2106291193438095 51.6135
7.232972390625943 51.8039
7.255333366030969 51.9637
7.277677189091925 51.5676
7.300038718428332 51.8297
7.322400526130865 51.7118
7.344745183422596 51.7543
7.367107550224791 51.5908
7.389452767901992 52.1186
7.411815697249891 52.0626
7.434161478756298 51.8102
7.456524974096713 51.5992
7.478888753837185 51.8453
7.501235387657368 52.7644
7.523599738562711 55.7185
7.545946944825532 61.2106
7.568311870344528 63.1998
7.5906770845765665 59.1339
7.613025156078678 55.1724
7.635390950099687 54.3266
7.657739602662809 53.0905
7.680105979923558 53.3101
7.702472650212829 53.9978
7.724822180948224 54.0757
7.747189439655568 54.2458
7.769539560075357 53.9724
7.791907410653562 54.6282
7.81425812420825 54.7859
7.836626570110925 54.9117
7.858995315087906 55.7661
7.881346924933401 55.9832
7.903716270417482 56.4181
7.926068482028405 56.9449
7.948438431475253 57.4493
7.9708086843180235 57.5956
7.993161805171116 58.5325
8.015532667162402 59.1272
8.037886398416653 60.4356
8.060257873014221 60.5175
8.082629655331942 61.0381
8.104984308787587 61.4655
8.127356708900503 62.42
8.149711981398308 63.3952
8.172085002766314 64.2532
8.194458336181368 64.8657
8.216814543847752 66.27600000000001
8.23918850371002 67.7755
8.26154533906492 68.4576
8.283919928836452 70.4956
8.306277395339652 71.4559
8.328652618483376 73.1522
8.351028159736202 75.6802
8.373386579575245 77.8988
8.395762759396959 79.9676
8.418121819038275 83.4515
8.440498640894003 88.1466
8.462875785192262 94.8088
8.485235811156207 109.691
8.507613602688501 171.85
8.529974277114228 364.909
8.552352719347912 602.019
8.574731488360351 770.209
8.59709314210385 885.165
